"pid","wdpa_pid","name","country_de","country_en","region","type","area_sqkm","mab","world_heritage","ramsar","ecosystem","pa_def","desig_eng","desig_type","iucn_cat","int_crit","marine","rep_m_area","gis_m_area","rep_area","gis_area","iso3","uid"
2611,"68","Parque Nacional Monte Pascoal","Brasilien","Brazil","Lateinamerika","National Park",223.3,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0.52,1.43908315367,222.396,223.643170547,"BRA",NA
2618,"198352","Parque Nacional do Descobrimento","Brasilien","Brazil","Lateinamerika","National Park",226.9,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,226.941,228.208387517,"BRA",NA
2676,"555511939","Serrania de los Yarguies ","Kolumbien","Colombia","Lateinamerika","National Park",590.63,NA,NA,NA,"Wald",1,"Natural National Park","National","II","Not Applicable",0,0,0,590.63,600.834032278,"COL",NA
2566,"18839","Lancetilla","Honduras","Honduras","Lateinamerika","National Park",19.6,NA,NA,NA,"Wald",1,"Botanical Garden","National","IV","Not Applicable",0,0,0,19.6249607063,19.752479726,"HND",NA
2524,"555629313","Cerro Mampil","Guatemala","Guatemala","Lateinamerika","National Park",0.1,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,0.100803493113,0.100803493113,"GTM",NA
2525,"555556016","La Primavera","Kolumbien","Colombia","Lateinamerika","National Park",0.9,NA,NA,NA,"Wald",1,"Reserve Natural Civil Society","National","VI","Not Applicable",0,0,0,0.2060000038,0.130864657674,"COL",NA
2526,"555600297","Reserva Particular do Patrimônio Natural Rio Jardim","Brasilien","Brazil","Lateinamerika","National Park",0.1,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,0.069516,0.0699106454531,"BRA",NA
2527,"555600202","Reserva Particular do Patrimônio Natural Carroula","Brasilien","Brazil","Lateinamerika","National Park",0.15,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",2,0,0.147415632382,0.146594,0.147415632382,"BRA",NA
2528,"478454","PNM de Petrópolis","Brasilien","Brazil","Lateinamerika","National Park",0.2,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,0.165216,0.166005082045,"BRA",NA
2529,"555629305","Los Regadíos","Guatemala","Guatemala","Lateinamerika","National Park",0.3,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,0.301532296603,0.301532296603,"GTM",NA
2530,"555599979","RPPN Fazenda Suspiro","Brasilien","Brazil","Lateinamerika","National Park",0.18,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,0.182077,0.182948585652,"BRA",NA
2531,"555629331","Montana Negra","Guatemala","Guatemala","Lateinamerika","National Park",0.61,NA,NA,NA,"Wald",1,"Private Natural Reserve","National","V","Not Applicable",0,0,0,0.624800270427,0.624800270427,"GTM",NA
2532,"555576230","RPPN Serra do Itatins","Brasilien","Brazil","Lateinamerika","National Park",0.75,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,0.749229,0.752550060837,"BRA",NA
2533,"555629363","Asunlaq","Guatemala","Guatemala","Lateinamerika","National Park",0.3,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,0.878749023443,0.878749023443,"GTM",NA
2534,"555637340","Twi A'ljwitz","Guatemala","Guatemala","Lateinamerika","National Park",1.3,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,1.33746914224,1.33746914224,"GTM",NA
2535,"555600241","RPPN Santa Maria I","Brasilien","Brazil","Lateinamerika","National Park",0.97,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,0.96571,0.971102052857,"BRA",NA
2536,"555600250","RPPN Santa Maria III","Brasilien","Brazil","Lateinamerika","National Park",1.6,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,1.59783,1.60674094618,"BRA",NA
2537,"555600223","RPPN Santa Maria II","Brasilien","Brazil","Lateinamerika","National Park",1.59,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,1.58649,1.59534650846,"BRA",NA
2538,"555600232","RPPN Graziela Maciel Barroso","Brasilien","Brazil","Lateinamerika","National Park",1.84,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,1.84986,1.85870570402,"BRA",NA
2539,"351720","Ilha do Ameixal","Brasilien","Brazil","Lateinamerika","National Park",3.59,NA,NA,NA,"Küste",1,"Area of Relevant Ecological Interest","National","IV","Not Applicable",0,0,0.0109397606973,3.58885,3.60477958398,"BRA",NA
2540,"555682146","ESEC Montes das Flores","Brasilien","Brazil","Lateinamerika","National Park",2.1,NA,NA,NA,"Wald",1,"Ecological Station","National","Ia","Not Applicable",0,0,0,2.143,2.15334580042,"BRA",NA
2541,"555629318","A'qoma","Guatemala","Guatemala","Lateinamerika","National Park",3,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,2.91985799975,2.91985799975,"GTM",NA
2542,"555629306","Piedras de Cap Tzin","Guatemala","Guatemala","Lateinamerika","National Park",3,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,3.05893047872,3.05893047872,"GTM",NA
2543,"31398","Estoraques","Kolumbien","Colombia","Lateinamerika","Unique Nature Area",6.41,NA,NA,NA,"Hochgebirge",1,"Natual Area","National","III","Not Applicable",0,0,0,6.4061999512,6.38823350951,"COL",NA
2544,"351931","Parque Estadual da Ilha do Mel","Brasilien","Brazil","Lateinamerika","National Park",4,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0.75,0.207028021189,3.94725,3.96396336568,"BRA",NA
2545,"107428","Bola de Monte","El Salvador","El Salvador","Lateinamerika","Área Natural",0.01,NA,NA,NA,"Küste",1,"Natural Area","National","Not Reported","Not Applicable",1,0,0.320526797176,1.778143,1.78959073974,"SLV",NA
2546,"478416","Silvestre Rio dos Frades","Brasilien","Brazil","Lateinamerika","National Park",9,NA,NA,NA,"Wald",1,"Wildlife Refuge","National","III","Not Applicable",0,0,0.433039716328,8.98667,9.03732011492,"BRA",NA
2547,"41027","Port Royal","Honduras","Honduras","Lateinamerika","National Park",5,NA,NA,NA,"Küste",1,"National Park","National","II","Not Applicable",1,0,3.87322578138,4.99593212833,5.0275772029,"HND",NA
2548,"128","Los Colorados","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",10,NA,NA,NA,"Wald",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",0,0,0,10,10.4823821242,"COL",NA
2549,"555576373","RESEX Ilha do Tumba","Brasilien","Brazil","Lateinamerika","National Park",11.28,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",1,0,1.21055117628,11.2664,11.3147949413,"BRA",NA
2550,"35271","Old Providence McBean Lagoon","Kolumbien","Colombia","Lateinamerika","National Park",9.95,"Seaflower",NA,NA,"Küste",1,"Natural National Park","National","II","Not Applicable",1,0,14.338273802,16.1397998047,16.245965148,"COL",NA
2551,"555576249","ARIE Guará","Brasilien","Brazil","Lateinamerika","National Park",4,NA,NA,NA,"Wald",1,"Area of Relevant Ecological Interest","National","IV","Not Applicable",1,0,2.09761282485,4.54962,4.56950719698,"BRA",NA
2552,"12494","El Imposible","El Salvador","El Salvador","Lateinamerika","Parque Nacional",35.21,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0,17.654415,14.0830411909,"SLV",NA
2553,"555576325","PN Marinho Ilha dos Currais","Brasilien","Brazil","Lateinamerika","National Park",13.61,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",2,13.4,13.4674777462,13.597,13.6540517421,"BRA",NA
2554,"555576152","PE Cristalino II","Brasilien","Brazil","Lateinamerika","ESEC",24.51,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,16.1744,16.2774866899,"BRA",NA
2555,"302095","Ipala","Guatemala","Guatemala","Lateinamerika","Área de Uso multiple",20.12,NA,NA,NA,"Wald",1,"Multiple Use Area","National","III","Not Applicable",0,0,0,23.0994424956,23.0994424956,"GTM",NA
2556,"351719","Mandira","Brasilien","Brazil","Lateinamerika","National Park",11.76,NA,NA,NA,"Küste",1,"Extractive Reserve","National","VI","Not Applicable",1,0,2.55195289517,11.7779,11.8290033449,"BRA",NA
2557,"351821","ESEC Guanabara","Brasilien","Brazil","Lateinamerika","National Park",19.35,NA,NA,NA,"Wald",1,"Ecological Station","National","Ia","Not Applicable",1,3.48,2.25446028909,19.3623,19.4539623174,"BRA",NA
2558,"555576260","RDS Itapanhapima","Brasilien","Brazil","Lateinamerika","National Park",12.43,NA,NA,NA,"Wald",1,"Sustainable Development Reserve","National","VI","Not Applicable",1,0,2.25718131742,12.4096,12.4630851404,"BRA",NA
2559,"555629317","La Vieja Catarina","Guatemala","Guatemala","Lateinamerika","National Park",1,NA,NA,NA,"Wald",1,"Regional Municipal Park","National","IV","Not Applicable",0,0,0,1.02760086895,1.02760086895,"GTM",NA
2560,"40924","ESEC Guaraguaçu","Brasilien","Brazil","Lateinamerika","National Park",11.5,NA,NA,NA,"Wald",1,"Ecological Station","National","Ia","Not Applicable",0,0,0,11.8787,11.9287667338,"BRA",NA
2561,"555599932","Estação Ecológica Ilha do Mel","Brasilien","Brazil","Lateinamerika","National Park",22.41,NA,NA,NA,"Wald",1,"Ecological Station","National","Ia","Not Applicable",0,0,0.922964316389,23.2309,23.3294942574,"BRA",NA
2562,"478591","PE do Prelado","Brasilien","Brazil","Lateinamerika","National Park",18.28,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0.000234578316788,18.2722,18.3528124847,"BRA",NA
2563,"555600294","PE Cristalino III","Brasilien","Brazil","Lateinamerika","ESEC",16.17,NA,NA,NA,"Wald",1,"Natural Heritage Private Reserve","National","IV","Not Applicable",0,0,0,24.5081,24.6645659471,"BRA",NA
2564,"95337","Jeanette Kawas","Honduras","Honduras","Lateinamerika","National Park",793.8,NA,NA,"Jeanette Kawas","Küste",1,"Ramsar Site, Wetland of International Importance","International","Not Reported","Not Reported",0,0,0,781.5,25.8200631435,"HND",NA
2565,"555576159","RESEX Taquaril","Brasilien","Brazil","Lateinamerika","National Park",16.62,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",1,0,2.66864456133,16.6031,16.6749156781,"BRA",NA
2567,"18823","El Pital","Honduras","Honduras","Lateinamerika","Reserva Biologica",33.24,NA,NA,NA,"Wald",1,"Biological Reserve","National","Not Reported","Not Applicable",0,0,0,26.7521532933,26.896133251,"HND",NA
2568,"478502","RDS Barra do Uma","Brasilien","Brazil","Lateinamerika","National Park",14.87,NA,NA,NA,"Wald",1,"Sustainable Development Reserve","National","VI","Not Applicable",0,0,0.873673351981,14.8668,14.9328211225,"BRA",NA
2569,"351996","Parque Estadual Campina do Encantado","Brasilien","Brazil","Lateinamerika","National Park",32,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,32.5462,32.6891268433,"BRA",NA
2570,"555682331","APA  Jaceruba","Brasilien","Brazil","Lateinamerika","National Park",24.74,NA,NA,NA,"Wald",1,"Environmental Protection Area","National","V","Not Applicable",0,0,0,23.3891,23.5001854551,"BRA",NA
2571,"15981","REBIO de Araras","Brasilien","Brazil","Lateinamerika","National Park",38.62,NA,NA,NA,"Wald",1,"Biological Reserve","National","Ia","Not Applicable",0,0,0,38.3785,38.5619085925,"BRA",NA
2572,"303546","El Corchal","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",38.5,NA,NA,NA,"Küste",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",0,0,1.23343240509,38.5,38.927291523,"COL",NA
2573,"18841","Erapuca","Honduras","Honduras","Lateinamerika","Refugio de Vida Silvestre",62.22,NA,NA,NA,"Wald",1,"Wildlife Refuge","National","Not Reported","Not Applicable",0,0,0,89.8041739888,65.582411712,"HND",NA
2574,"19434","Chauás","Brasilien","Brazil","Lateinamerika","National Park",27,NA,"Atlantic Forest South-East Reserves",NA,"Küste",1,"Ecological Station","National","Ia","Not Applicable",0,0,0,24.9845,25.0938410608,"BRA",NA
2575,"20229","Caracol Maya Ruins","Belize","Belize","Lateinamerika","National Park",103,NA,NA,NA,"Küste + EEZ",1,"Archaeological Reserve","National","VI","Not Applicable",0,0,0,101.1714105,103.78979977,"BLZ",NA
2576,"352120","APA Bacia do Rio dos Frades","Brasilien","Brazil","Lateinamerika","National Park",75,NA,NA,NA,"Wald",1,"Environmental Protection Area","National","V","Not Applicable",0,0,0,68.8214,69.1514267444,"BRA",NA
2577,"352012","Parque Estadual do Boguaçu","Brasilien","Brazil","Lateinamerika","National Park",60.5,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,66.5685,66.8458680485,"BRA",NA
2578,"478537","RDS Despraiado","Brasilien","Brazil","Lateinamerika","National Park",39.53,NA,NA,NA,"Wald",1,"Sustainable Development Reserve","National","VI","Not Applicable",0,0,0,39.5021,39.6776463506,"BRA",NA
2579,"126","Los Flamencos","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",76.15,NA,NA,NA,"Küste",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",1,0,8.52277356802,70,70.7574390794,"COL",NA
2580,"301932","Nojkaaxmeen Eligio Panti ","Belize","Belize","Lateinamerika","National Park",51,NA,NA,NA,"Küste",1,"National Park","National","II","Not Applicable",0,0,0,57.159014133,51.8688429028,"BLZ",NA
2581,"351822","RESEX Chocoaré-Mato Grosso","Brasilien","Brazil","Lateinamerika","National Park",27.59,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",0,0,0,27.8298,28.0174647277,"BRA",NA
2582,"555582978","Guanaja 2","Honduras","Honduras","Lateinamerika","National Park",27.03,NA,NA,NA,"Wald",1,"Forest Reserve","National","Not Reported","Not Applicable",1,0,12.0674347417,27.0288453309,27.1938465539,"HND",NA
2583,"12223","Galeras   ","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",76.15,NA,NA,NA,"Wald",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",0,0,0,76.15,83.848919203,"COL",NA
2584,"41011","Capiro y Calentura","Honduras","Honduras","Lateinamerika","National Park",80.82,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0,80.8150940255,81.3178342837,"HND",NA
2585,"35272","Guanentá Alto Río Fonce","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",104.29,NA,NA,NA,"Hochgebirge",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",0,0,0,104.29,103.32962644,"COL",NA
2586,"107427","Barra de Santiago","El Salvador","El Salvador","Lateinamerika","Área Natural",18.48,NA,NA,"Barra de Santiago","Küste",1,"Natural Area","National","Not Reported","Not Applicable",0,0,0,21.683273,19.0770000255,"SLV",NA
2587,"217","Cofre de Perote ","Mexiko","Mexico","Lateinamerika","Parque Nacional",11.531,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0,115.30733,115.896850899,"MEX",NA
2588,"351721","Ilha da Queimada Grande e Queimada Pequena","Brasilien","Brazil","Lateinamerika","National Park",0.33,NA,NA,NA,"Küste",1,"Area of Relevant Ecological Interest","National","IV","Not Applicable",1,0.65,0.386441409129,0.651758,0.654644340975,"BRA",NA
2589,"351780","RESEX São João da Ponta","Brasilien","Brazil","Lateinamerika","RESEX",34.09,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",0,0,0,34.0949,34.3248928381,"BRA",NA
2590,"342379","Guisayote","Honduras","Honduras","Lateinamerika","Reserva Biologica",140.81,NA,NA,NA,"Wald",1,"Biological Reserve","National","Not Reported","Not Applicable",0,0,0,140.817840689,141.587615529,"HND",NA
2591,"12225","Fresh Water Creek","Belize","Belize","Lateinamerika","National Park",135,NA,NA,NA,"Küste",1,"Forest Reserve","National","VI","Not Applicable",0,0,0,113.591212853,134.473434142,"BLZ",NA
2592,"351840","APA Guapimirim","Brasilien","Brazil","Lateinamerika","National Park",138.25,NA,NA,NA,"Wald",1,"Environmental Protection Area","National","V","Not Applicable",1,52.51,50.4048347738,138.9,139.555491301,"BRA",NA
2593,"36051","Laguna de Guaimoreto","Honduras","Honduras","Lateinamerika","National Park",85.94,NA,NA,NA,"Küste",1,"Wildlife Refuge","National","Not Reported","Not Applicable",0,0,1.51931028889,85.9396485489,86.4683123469,"HND",NA
2594,"127","Iguaque","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",67.5,NA,NA,NA,"Hochgebirge",1,"Fauna and Flora Sanctuary","National","IV","Not Applicable",0,0,0,67.5,69.3389058623,"COL",NA
2595,"555592746","Bahia Portete Kaumele","Kolumbien","Colombia","Lateinamerika","National Park",140.8,NA,NA,NA,"Küste",1,"Natural National Park","National","II","Not Applicable",1,0,110.87086904,140.8,141.634983919,"COL",NA
2596,"555576365","PNM Montanhas de Teresópolis","Brasilien","Brazil","Lateinamerika","National Park",43.97,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,43.9654,44.1763922105,"BRA",NA
2597,"18816","Barras de Cuero y Salado","Honduras","Honduras","Lateinamerika","National Park",130.3,NA,NA,"Barras de Cuero y Salado","Küste",1,"Wildlife Refuge","National","Not Reported","Not Applicable",1,0,45.663932143,130.270680829,131.092879411,"HND",NA
2598,"116297","Vaca forest Reserve","Belize","Belize","Lateinamerika","National Park",141,NA,NA,NA,"Küste",1,"Forest Reserve","National","VI","Not Applicable",0,0,0,144.479856193,162.207927123,"BLZ",NA
2599,"23306","Cusuco","Honduras","Honduras","Lateinamerika","Parque Nacional",190.07,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0,167.543232762,168.563961518,"HND",NA
2600,"41024","Punta Izopo","Honduras","Honduras","Lateinamerika","National Park",227.4,NA,NA,"Punta Izopo","Wald",1,"National Park","National","II","Not Applicable",1,0,35.0980493466,185.846279866,187.054127999,"HND",NA
2601,"152","Tayrona","Kolumbien","Colombia","Lateinamerika","National Park",150,NA,NA,NA,"Küste",1,"Natural National Park","National","II","Not Applicable",1,0,45.6152456703,150,194.295145838,"COL",NA
2602,"555592954","El Morro Wildlife Reserve","Ecuador","Ecuador","Lateinamerika","Wildlife Reserve",118,NA,NA,NA,"Küste + EEZ",1,"Wildlife Refuge","National","Not Reported","Not Applicable",1,0,102.036730709,118.068143137,118.918565444,"ECU",NA
2603,"107153","Trifinio","Guatemala","Guatemala","Lateinamerika","Reserva de Biósfera ",1484.82,"Trifinio",NA,"San Diego, San Felipe las Barras","Wald",1,"Biosphere Reserve","National","VI","Not Applicable",0,0,0,221.792399532,221.792399532,"GTM",NA
2604,"902744","Sarstoon Temash","Belize","Belize","Lateinamerika","National Park",169.92,NA,NA,"Sarstoon Temash","Küste",1,"Ramsar Site, Wetland of International Importance","International","Not Reported","(i)(ii)(iv)",0,169.55,1.05908513249,169.55,170.304342416,"BLZ",NA
2605,"107424","Los Cóbanos","El Salvador","El Salvador","Lateinamerika","Áera Natural",207.63,NA,NA,NA,"Meer",1,"Protected Area","National","Not Reported","Not Applicable",2,207.36,206.093835988,213.129147,214.489577736,"SLV",NA
2606,"555600266","RESEX Marinha Cuinarana","Brasilien","Brazil","Lateinamerika","RESEX",110.37,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",1,0.36,18.9121614668,110.363,111.106877285,"BRA",NA
2607,"198353","PN Pau Brasil","Brasilien","Brazil","Lateinamerika","National Park",190.27,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,189.344,190.415073325,"BRA",NA
2608,"214","Pico de Orizaba","Mexiko","Mexico","Lateinamerika","Parque Nacional",19.75,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0,197.50005,198.490790796,"MEX",NA
2609,"72","PARNA Serra dos Órgãos","Brasilien","Brazil","Lateinamerika","National Park",200,NA,NA,NA,"Wald",1,"Park","National","II","Not Applicable",0,0,0,200.205,201.160466521,"BRA",NA
2610,"101416_B","Sierra del Abra Tanchipa","Mexiko","Mexico","Lateinamerika","Área de Protección de Flora y Fauna",21.464,NA,NA,NA,"Wald",1,"Biosphere Reserve","National","VI","Not Applicable",0,0,0,47.06358,47.3579191237,"MEX",NA
2612,"555600245","RESEX Marinha Mocapajuba","Brasilien","Brazil","Lateinamerika","RESEX",210.29,NA,NA,NA,"Wald",1,"Extractive Reserve","National","VI","Not Applicable",1,47.98,66.136280857,210.278,211.69501447,"BRA",NA
2613,"555582992","Nombre de Dios","Honduras","Honduras","Lateinamerika","National Park",267.58,NA,NA,NA,"Wald",1,"National Park","National","II","Not Applicable",0,0,0.0574929013239,0,304.717855426,"HND",NA
2614,"555592745","Acandí","Kolumbien","Colombia","Lateinamerika","Flora and Fauna Sanctuary",262.33,NA,NA,NA,"Küste",1,"Fauna Sanctuary","National","IV","Not Applicable",2,0,256.401100308,262.326992188,264.000124868,"COL",NA
